|2025-07-30 09:30:27  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-30 18:11:59  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-30 18:11:59  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-30 18:12:00  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-30 18:12:00  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-30 18:12:04  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-30 18:12:04  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-30 18:12:04  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-30 18:12:04  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-30 18:12:04  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-30 18:12:04  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-30 18:12:06  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-30 18:12:06  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
