|2025-07-04 09:17:53  |   vcbBasicInfo Data  |   총 5 건 조회됨   |
|2025-07-04 16:39:26  |   DB(ITR_BASICINFO  |   GetAllInterfaceTrBasicInfoRepo 동작 성공   |
|2025-07-04 16:39:59  |   VCBBasicController.List  |   GetVCBListData 실행   |
|2025-07-04 16:39:59  |   vcbBasicInfo Data  |   총 5 건 조회됨   |
|2025-07-04 16:39:59  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-04 16:39:59  |   VCBBasicController.List  |   VCB 데이터 로드 성공   |
|2025-07-04 16:40:02  |   ITRBasicController.List  |   GetITRListData 실행   |
|2025-07-04 16:40:02  |   InterfaceTrBasicInfo Data  |   System.Collections.Generic.List`1[AMS_MVC.Models.ITRBasicInfo]   |
|2025-07-04 16:40:02  |   DB(ITR_BASICINFO  |   GetAllInterfaceTrBasicInfoRepo 동작 성공   |
|2025-07-04 16:40:02  |   ITRBasicController.List  |   ITR 데이터 로드 성공   |
|2025-07-04 16:40:53  |   vcbBasicInfo Data  |   총 5 건 조회됨   |
|2025-07-04 16:40:53  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-04 16:40:54  |   VCBBasicController.List  |   GetVCBListData 실행   |
|2025-07-04 16:40:54  |   vcbBasicInfo Data  |   총 5 건 조회됨   |
|2025-07-04 16:40:54  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-04 16:40:54  |   VCBBasicController.List  |   VCB 데이터 로드 성공   |
|2025-07-04 16:40:55  |   ITRBasicController.List  |   GetITRListData 실행   |
|2025-07-04 16:40:55  |   InterfaceTrBasicInfo Data  |   System.Collections.Generic.List`1[AMS_MVC.Models.ITRBasicInfo]   |
|2025-07-04 16:40:55  |   DB(ITR_BASICINFO  |   GetAllInterfaceTrBasicInfoRepo 동작 성공   |
|2025-07-04 16:40:55  |   ITRBasicController.List  |   ITR 데이터 로드 성공   |
|2025-07-04 16:49:12  |   vcbBasicInfo Data  |   총 5 건 조회됨   |
|2025-07-04 16:49:12  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-04 16:49:13  |   VCBBasicController.List  |   GetVCBListData 실행   |
|2025-07-04 16:49:13  |   vcbBasicInfo Data  |   총 5 건 조회됨   |
|2025-07-04 16:49:13  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-04 16:49:13  |   VCBBasicController.List  |   VCB 데이터 로드 성공   |
|2025-07-04 16:49:15  |   ITRBasicController.List  |   GetITRListData 실행   |
|2025-07-04 16:49:15  |   InterfaceTrBasicInfo Data  |   System.Collections.Generic.List`1[AMS_MVC.Models.ITRBasicInfo]   |
|2025-07-04 16:49:15  |   DB(ITR_BASICINFO  |   GetAllInterfaceTrBasicInfoRepo 동작 성공   |
|2025-07-04 16:49:15  |   ITRBasicController.List  |   ITR 데이터 로드 성공   |
|2025-07-04 16:49:20  |   InterfaceTrBasicInfo Data  |   System.Collections.Generic.List`1[AMS_MVC.Models.ITRBasicInfo]   |
|2025-07-04 16:49:20  |   DB(ITR_BASICINFO  |   GetAllInterfaceTrBasicInfoRepo 동작 성공   |
|2025-07-04 16:49:20  |   DB(COMPANY)  |   업체 목록을 성공적으로 가져왔습니다.   |
|2025-07-04 16:49:27  |   InterfaceTrBasicInfo Data  |   System.Collections.Generic.List`1[AMS_MVC.Models.ITRBasicInfo]   |
|2025-07-04 16:49:27  |   DB(ITR_BASICINFO  |   GetAllInterfaceTrBasicInfoRepo 동작 성공   |
|2025-07-04 16:49:30  |   InterfaceTrBasicInfo Data  |   System.Collections.Generic.List`1[AMS_MVC.Models.ITRBasicInfo]   |
|2025-07-04 16:49:30  |   DB(ITR_BASICINFO  |   GetAllInterfaceTrBasicInfoRepo 동작 성공   |
|2025-07-04 16:49:34  |   InterfaceTrBasicInfo Data  |   System.Collections.Generic.List`1[AMS_MVC.Models.ITRBasicInfo]   |
|2025-07-04 16:49:34  |   DB(ITR_BASICINFO  |   GetAllInterfaceTrBasicInfoRepo 동작 성공   |
|2025-07-04 16:50:18  |   VCBBasicController.List  |   GetVCBListData 실행   |
|2025-07-04 16:50:18  |   vcbBasicInfo Data  |   총 5 건 조회됨   |
|2025-07-04 16:50:18  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-04 16:50:18  |   VCBBasicController.List  |   VCB 데이터 로드 성공   |
|2025-07-04 16:50:20  |   ITRBasicController.List  |   GetITRListData 실행   |
|2025-07-04 16:50:20  |   InterfaceTrBasicInfo Data  |   System.Collections.Generic.List`1[AMS_MVC.Models.ITRBasicInfo]   |
|2025-07-04 16:50:20  |   DB(ITR_BASICINFO  |   GetAllInterfaceTrBasicInfoRepo 동작 성공   |
|2025-07-04 16:50:20  |   ITRBasicController.List  |   ITR 데이터 로드 성공   |
|2025-07-04 16:50:22  |   InterfaceTrBasicInfo Data  |   System.Collections.Generic.List`1[AMS_MVC.Models.ITRBasicInfo]   |
|2025-07-04 16:50:22  |   DB(ITR_BASICINFO  |   GetAllInterfaceTrBasicInfoRepo 동작 성공   |
|2025-07-04 16:50:22  |   DB(COMPANY)  |   업체 목록을 성공적으로 가져왔습니다.   |
|2025-07-04 16:55:35  |   vcbBasicInfo Data  |   총 5 건 조회됨   |
|2025-07-04 16:55:35  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-04 16:55:54  |   vcbBasicInfo Data  |   총 5 건 조회됨   |
|2025-07-04 16:55:54  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-04 16:55:55  |   vcbBasicInfo Data  |   총 5 건 조회됨   |
|2025-07-04 16:55:55  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-04 16:55:57  |   vcbBasicInfo Data  |   총 5 건 조회됨   |
|2025-07-04 16:55:57  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-04 16:55:58  |   VCBBasicController.List  |   GetVCBListData 실행   |
|2025-07-04 16:55:58  |   vcbBasicInfo Data  |   총 5 건 조회됨   |
|2025-07-04 16:55:58  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-04 16:55:58  |   VCBBasicController.List  |   VCB 데이터 로드 성공   |
|2025-07-04 16:55:59  |   vcbBasicInfo Data  |   총 5 건 조회됨   |
|2025-07-04 16:55:59  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-04 16:56:07  |   vcbBasicInfo Data  |   총 5 건 조회됨   |
|2025-07-04 16:56:07  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-04 16:56:07  |   vcbBasicInfo Data  |   총 5 건 조회됨   |
|2025-07-04 16:56:07  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-04 16:56:08  |   vcbBasicInfo Data  |   총 5 건 조회됨   |
|2025-07-04 16:56:08  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-04 16:56:12  |   vcbBasicInfo Data  |   총 5 건 조회됨   |
|2025-07-04 16:56:12  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-04 16:56:12  |   vcbBasicInfo Data  |   총 5 건 조회됨   |
|2025-07-04 16:56:12  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-04 16:56:12  |   vcbBasicInfo Data  |   총 5 건 조회됨   |
|2025-07-04 16:56:12  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-04 16:56:21  |   VCBBasicController.List  |   GetVCBListData 실행   |
|2025-07-04 16:56:21  |   vcbBasicInfo Data  |   총 5 건 조회됨   |
|2025-07-04 16:56:21  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-04 16:56:21  |   VCBBasicController.List  |   VCB 데이터 로드 성공   |
|2025-07-04 16:56:24  |   ITRBasicController.List  |   GetITRListData 실행   |
|2025-07-04 16:56:24  |   InterfaceTrBasicInfo Data  |   System.Collections.Generic.List`1[AMS_MVC.Models.ITRBasicInfo]   |
|2025-07-04 16:56:24  |   DB(ITR_BASICINFO  |   GetAllInterfaceTrBasicInfoRepo 동작 성공   |
|2025-07-04 16:56:24  |   ITRBasicController.List  |   ITR 데이터 로드 성공   |
|2025-07-04 17:03:16  |   ITRBasicController.List  |   GetITRListData 실행   |
|2025-07-04 17:03:16  |   InterfaceTrBasicInfo Data  |   System.Collections.Generic.List`1[AMS_MVC.Models.ITRBasicInfo]   |
|2025-07-04 17:03:16  |   DB(ITR_BASICINFO  |   GetAllInterfaceTrBasicInfoRepo 동작 성공   |
|2025-07-04 17:03:16  |   ITRBasicController.List  |   ITR 데이터 로드 성공   |
|2025-07-04 17:06:17  |   InterfaceTrBasicInfo Data  |   System.Collections.Generic.List`1[AMS_MVC.Models.ITRBasicInfo]   |
|2025-07-04 17:06:17  |   DB(ITR_BASICINFO  |   GetAllInterfaceTrBasicInfoRepo 동작 성공   |
|2025-07-04 17:06:17  |   DB(COMPANY)  |   업체 목록을 성공적으로 가져왔습니다.   |
|2025-07-04 17:06:55  |   DB(ITR_CHK1)  |   저장 오류: 열 이름 'CHK1_C2H4'이(가) 잘못되었습니다.   |
|2025-07-04 17:06:55  |   ITRChk1Add  |   [CreateITRChk1Repo] Success=False, Message=저장 오류: 열 이름 'CHK1_C2H4'이(가) 잘못되었습니다.   |
|2025-07-04 17:11:35  |   vcbBasicInfo Data  |   총 5 건 조회됨   |
|2025-07-04 17:11:35  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-04 17:11:36  |   VCBBasicController.List  |   GetVCBListData 실행   |
|2025-07-04 17:11:36  |   vcbBasicInfo Data  |   총 5 건 조회됨   |
|2025-07-04 17:11:36  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-04 17:11:36  |   VCBBasicController.List  |   VCB 데이터 로드 성공   |
|2025-07-04 17:11:38  |   ITRBasicController.List  |   GetITRListData 실행   |
|2025-07-04 17:11:38  |   InterfaceTrBasicInfo Data  |   System.Collections.Generic.List`1[AMS_MVC.Models.ITRBasicInfo]   |
|2025-07-04 17:11:38  |   DB(ITR_BASICINFO  |   GetAllInterfaceTrBasicInfoRepo 동작 성공   |
|2025-07-04 17:11:38  |   ITRBasicController.List  |   ITR 데이터 로드 성공   |
|2025-07-04 17:11:40  |   InterfaceTrBasicInfo Data  |   System.Collections.Generic.List`1[AMS_MVC.Models.ITRBasicInfo]   |
|2025-07-04 17:11:40  |   DB(ITR_BASICINFO  |   GetAllInterfaceTrBasicInfoRepo 동작 성공   |
|2025-07-04 17:11:40  |   DB(COMPANY)  |   업체 목록을 성공적으로 가져왔습니다.   |
|2025-07-04 17:12:13  |   DB(ITR_CHK1)  |   저장 오류: 열 이름 'CHK1_C2H4'이(가) 잘못되었습니다.   |
|2025-07-04 17:12:13  |   ITRChk1Add  |   [CreateITRChk1Repo] Success=False, Message=저장 오류: 열 이름 'CHK1_C2H4'이(가) 잘못되었습니다.   |
|2025-07-04 17:17:49  |   vcbBasicInfo Data  |   총 5 건 조회됨   |
|2025-07-04 17:17:49  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-04 17:33:25  |   VCBBasicController.List  |   GetVCBListData 실행   |
|2025-07-04 17:33:25  |   vcbBasicInfo Data  |   총 5 건 조회됨   |
|2025-07-04 17:33:25  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-04 17:33:25  |   VCBBasicController.List  |   VCB 데이터 로드 성공   |
|2025-07-04 17:33:27  |   ITRBasicController.List  |   GetITRListData 실행   |
|2025-07-04 17:33:27  |   InterfaceTrBasicInfo Data  |   System.Collections.Generic.List`1[AMS_MVC.Models.ITRBasicInfo]   |
|2025-07-04 17:33:27  |   DB(ITR_BASICINFO  |   GetAllInterfaceTrBasicInfoRepo 동작 성공   |
|2025-07-04 17:33:27  |   ITRBasicController.List  |   ITR 데이터 로드 성공   |
|2025-07-04 17:33:32  |   InterfaceTrBasicInfo Data  |   System.Collections.Generic.List`1[AMS_MVC.Models.ITRBasicInfo]   |
|2025-07-04 17:33:32  |   DB(ITR_BASICINFO  |   GetAllInterfaceTrBasicInfoRepo 동작 성공   |
|2025-07-04 17:33:32  |   DB(COMPANY)  |   업체 목록을 성공적으로 가져왔습니다.   |
|2025-07-04 17:34:07  |   ITRChk1Add  |   [CreateITRChk1Repo] Success=True, Message=ITR 보통점검 데이터 추가 성공   |
|2025-07-04 17:34:07  |   ITRChkAdd2  |   [UpdateRiskMatrixHI] code=ITR001, hi=3, cof=17189.105230286, pof=3.8494   |
|2025-07-04 17:35:52  |   vcbBasicInfo Data  |   총 5 건 조회됨   |
|2025-07-04 17:35:52  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
