|2025-07-29 09:34:23  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 11:11:58  |   dccbBasicInfo Data  |   System.Collections.Generic.List`1[AMS_MVC.Models.DCCBBasicInfo]   |
|2025-07-29 11:11:58  |   DB(DCCB_BASICINFO  |   GetAllDCCBBasicInfoRepo 동작 성공   |
|2025-07-29 11:11:58  |   dccbBasicInfo Data  |   System.Collections.Generic.List`1[AMS_MVC.Models.DCCBBasicInfo]   |
|2025-07-29 11:11:58  |   DB(DCCB_BASICINFO  |   GetAllDCCBBasicInfoRepo 동작 성공   |
|2025-07-29 11:12:18  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 11:12:18  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 11:12:20  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 11:12:20  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 11:26:55  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 11:26:55  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 11:26:57  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 11:26:57  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 11:26:59  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 11:26:59  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 11:26:59  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 11:26:59  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 11:27:04  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 11:27:04  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 11:27:06  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 11:27:06  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 11:27:08  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 11:27:08  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 11:27:08  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 11:27:08  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 11:28:05  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 11:28:05  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 11:28:06  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 11:28:06  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 11:28:12  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 11:28:12  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 11:28:13  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 11:28:13  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 11:28:18  |   dccbBasicInfo Data  |   System.Collections.Generic.List`1[AMS_MVC.Models.DCCBBasicInfo]   |
|2025-07-29 11:28:18  |   DB(DCCB_BASICINFO  |   GetAllDCCBBasicInfoRepo 동작 성공   |
|2025-07-29 11:28:20  |   dccbBasicInfo Data  |   System.Collections.Generic.List`1[AMS_MVC.Models.DCCBBasicInfo]   |
|2025-07-29 11:28:20  |   DB(DCCB_BASICINFO  |   GetAllDCCBBasicInfoRepo 동작 성공   |
|2025-07-29 11:28:23  |   dccbBasicInfo Data  |   System.Collections.Generic.List`1[AMS_MVC.Models.DCCBBasicInfo]   |
|2025-07-29 11:28:23  |   DB(DCCB_BASICINFO  |   GetAllDCCBBasicInfoRepo 동작 성공   |
|2025-07-29 11:28:23  |   dccbBasicInfo Data  |   System.Collections.Generic.List`1[AMS_MVC.Models.DCCBBasicInfo]   |
|2025-07-29 11:28:23  |   DB(DCCB_BASICINFO  |   GetAllDCCBBasicInfoRepo 동작 성공   |
|2025-07-29 11:44:33  |   dccbBasicInfo Data  |   System.Collections.Generic.List`1[AMS_MVC.Models.DCCBBasicInfo]   |
|2025-07-29 11:44:33  |   DB(DCCB_BASICINFO  |   GetAllDCCBBasicInfoRepo 동작 성공   |
|2025-07-29 11:44:34  |   dccbBasicInfo Data  |   System.Collections.Generic.List`1[AMS_MVC.Models.DCCBBasicInfo]   |
|2025-07-29 11:44:34  |   DB(DCCB_BASICINFO  |   GetAllDCCBBasicInfoRepo 동작 성공   |
|2025-07-29 12:59:37  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 12:59:37  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 12:59:37  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 12:59:37  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 12:59:41  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 12:59:41  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 12:59:42  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 12:59:42  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 12:59:51  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 12:59:51  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 12:59:55  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 12:59:55  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 12:59:57  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 12:59:57  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 12:59:58  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 12:59:58  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 13:08:34  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 13:08:34  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 13:08:36  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 13:08:36  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:34:03  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:34:03  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:34:04  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:34:04  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:34:23  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:34:23  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:34:25  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:34:25  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:34:32  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:34:32  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:34:33  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:34:33  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:34:33  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:34:33  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:34:34  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:34:34  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:34:41  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:34:41  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:34:43  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:34:43  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:34:50  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:34:50  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:34:51  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:34:51  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:35:03  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:35:03  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:35:06  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:35:06  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:35:13  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:35:13  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:35:13  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:35:13  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:35:22  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:35:22  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:35:23  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:35:23  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:35:30  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:35:30  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:35:32  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:35:32  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:35:35  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:35:35  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:35:36  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:35:36  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:35:43  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:35:43  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:35:44  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:35:44  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:36:01  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:36:01  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:36:01  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:36:01  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:36:03  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:36:03  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:36:04  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:36:04  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:36:10  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:36:10  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:36:10  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:36:10  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:36:35  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:36:35  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:36:36  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:36:36  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:36:46  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:36:46  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:36:46  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:36:46  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:36:58  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:36:58  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:37:01  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:37:01  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:37:14  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:37:14  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:37:15  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:37:15  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:37:17  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:37:17  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:37:18  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:37:18  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:37:21  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:37:21  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:37:22  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:37:22  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:37:23  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:37:23  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:37:23  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:37:23  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:37:28  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:37:28  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:37:30  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:37:30  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:37:37  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:37:37  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:37:42  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:37:42  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:37:43  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:37:43  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:37:46  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:37:46  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:37:48  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:37:48  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:37:52  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:37:52  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:37:53  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:37:53  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:38:25  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:38:25  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:38:26  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:38:26  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:38:31  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:38:31  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:38:32  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:38:32  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:38:44  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:38:44  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:38:45  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:38:45  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:38:46  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:38:46  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:38:47  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:38:47  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:38:50  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:38:50  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:38:51  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:38:51  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:39:51  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:39:51  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:39:52  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:39:52  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:50:55  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
|2025-07-29 14:50:55  |   DB(VCB_BASICINFO)  |   GetAllVCBBasicInfoRepo 동작 성공   |
|2025-07-29 14:50:55  |   vcbBasicInfo Data  |   총 7 건 조회됨   |
